id,flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
18803,6897,Testindigo,CHENNAI,BENGALURU,Monday,06:00:00,21:55:00,2020-10-27,2021-03-23
18804,6897,Testindigo,CHENNAI,BENGALURU,"Sunday,Wednesday,Friday",06:00:00,21:55:00,2020-10-26,2021-03-27
18805,6847,Testindigo,CHENNAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00:00,10:55:00,2020-10-25,2021-03-27
18807,522,Testindigo,CHENNAI,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55:00,21:55:00,2020-10-25,2020-12-14
18808,522,Testindigo,CHENNAI,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55:00,21:55:00,2020-12-16,2021-03-27
18809,516,Testindigo,CHENNAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:05:00,20:15:00,2020-10-25,2021-03-27
18810,6005,Testindigo,CHENNAI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:20:00,22:50:00,2020-10-25,2021-03-27
18811,7161,Testindigo,HUBLI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:15:00,21:25:00,2020-03-29,2020-10-24
18812,7161,Testindigo,HUBLI,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30:00,16:35:00,2020-10-25,2021-03-27
18814,5034,Testindigo,SURAT,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:55:00,10:50:00,2020-03-29,2020-10-24
18815,5034,Testindigo,SURAT,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:55:00,11:00:00,2020-03-29,2020-10-24
18816,347,Testindigo,COIMBATORE,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:20:00,10:15:00,2020-10-25,2021-03-27
18818,347,Testindigo,COIMBATORE,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:20:00,10:30:00,2020-10-25,2021-03-27
18819,347,Testindigo,COIMBATORE,BENGALURU,Monday,09:30:00,21:55:00,2020-10-27,2021-03-23
18820,532,Testindigo,COIMBATORE,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30:00,15:40:00,2020-10-25,2021-03-27
18821,992,Testindigo,COIMBATORE,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday",17:30:00,21:55:00,2020-10-26,2021-03-27
18822,7973,Testindigo,KANNUR,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:55:00,23:15:00,2020-03-29,2020-10-24
18823,7973,Testindigo,KANNUR,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:05:00,17:20:00,2020-10-25,2021-03-27
18824,7109,Testindigo,KANNUR,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:00:00,20:55:00,2020-10-25,2021-03-27
18826,538,Testindigo,BHOPAL,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00:00,14:55:00,2020-10-25,2021-03-27
18827,538,Testindigo,BHOPAL,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00:00,15:00:00,2020-10-25,2021-03-27
18828,386,Testindigo,AGARTALA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:50:00,18:30:00,2020-10-25,2021-03-27
18830,7237,Testindigo,TIRUCHIRAPPALLI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:10:00,10:15:00,2020-03-29,2020-10-24
18831,7739,Testindigo,TIRUCHIRAPPALLI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:20:00,22:30:00,2020-03-29,2020-10-24
18832,617,Testindigo,GOA,BENGALURU,Saturday,02:05:00,21:55:00,2020-03-29,2020-03-29
18833,617,Testindigo,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:05:00,21:55:00,2020-03-30,2020-10-24
18834,6477,Testindigo,GOA,BENGALURU,Thursday,08:15:00,21:55:00,2020-05-01,2020-05-01
18835,6477,Testindigo,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Saturday",08:15:00,21:55:00,2020-05-03,2020-05-07
18836,477,Testindigo,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",08:15:00,09:20:00,2020-03-29,2020-04-30
18837,477,Testindigo,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",08:15:00,21:55:00,2020-05-08,2020-10-23
18838,491,Testindigo,GOA,BENGALURU,Saturday,12:10:00,13:25:00,2020-03-29,2020-04-26
18839,491,Testindigo,GOA,BENGALURU,Saturday,12:10:00,21:55:00,2020-05-10,2020-10-18
18840,714,Testindigo,GOA,BENGALURU,Friday,16:30:00,21:55:00,2020-04-04,2020-10-24
18841,714,Testindigo,GOA,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Saturday",16:30:00,21:55:00,2020-03-29,2020-10-23
18842,281,Testindigo,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:15:00,22:30:00,2020-03-29,2020-10-24
18846,6323,Testindigo,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:05:00,01:00:00,2020-03-29,2020-10-24
18848,189,Testindigo,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",08:25:00,21:55:00,2020-10-25,2021-03-26
18849,714,Testindigo,GOA,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:15:00,15:45:00,2020-10-25,2021-03-27
18850,369,Testindigo,GOA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:20:00,21:40:00,2020-10-25,2021-03-27
18851,379,Testindigo,KOLKATA,BENGALURU,Saturday,04:35:00,21:55:00,2020-03-29,2020-03-29
18852,379,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:35:00,21:55:00,2020-03-30,2020-10-24
18853,345,Testindigo,KOLKATA,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:45:00,12:20:00,2020-05-15,2020-10-24
18854,822,Testindigo,KOLKATA,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:45:00,21:55:00,2020-05-15,2020-10-24
18855,822,Testindigo,KOLKATA,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:00:00,21:55:00,2020-03-29,2020-05-14
18856,958,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10:00,16:40:00,2020-03-29,2020-10-24
18857,994,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30:00,17:55:00,2020-05-15,2020-10-24
18858,6965,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:40:00,18:15:00,2020-03-29,2020-10-24
18859,6965,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:40:00,18:25:00,2020-03-29,2020-10-24
18860,875,Testindigo,KOLKATA,BENGALURU,Saturday,17:10:00,21:55:00,2020-03-29,2020-10-18
18861,875,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",17:10:00,21:55:00,2020-03-30,2020-10-24
18862,348,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:20:00,21:55:00,2020-03-29,2020-10-24
18863,342,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:25:00,23:00:00,2020-03-29,2020-10-24
18864,716,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:30:00,00:05:00,2020-03-29,2020-10-24
18865,8033,Testindigo,KOLKATA,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:40:00,02:10:00,2020-03-29,2020-10-24
18866,204,Testindigo,SRINAGAR,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30:00,12:55:00,2020-03-29,2020-10-24
18867,132,Testindigo,MANGALORE,BENGALURU,Monday,08:25:00,21:55:00,2020-03-31,2020-10-20
18868,433,Testindigo,MANGALORE,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:25:00,09:25:00,2020-03-29,2020-10-24
18870,172,Testindigo,MANGALORE,BENGALURU,Monday,10:35:00,21:55:00,2020-03-31,2020-10-20
18871,172,Testindigo,MANGALORE,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:50:00,11:35:00,2020-03-29,2020-10-24
18872,172,Testindigo,MANGALORE,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:50:00,12:00:00,2020-03-29,2020-10-24
18873,347,Testindigo,MANGALORE,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30:00,15:40:00,2020-03-29,2020-10-24
18874,388,Testindigo,MANGALORE,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30:00,20:35:00,2020-03-29,2020-10-24
18876,877,Testindigo,MANGALORE,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:00:00,23:55:00,2020-03-29,2020-10-24
18881,7201,Testindigo,HYDERABAD,VIJAYAWADA,Saturday,06:25:00,21:55:00,2020-03-29,2020-03-29
18882,7201,Testindigo,HYDERABAD,VIJAYAWADA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:25:00,21:55:00,2020-03-29,2020-10-23
18883,7211,Testindigo,HYDERABAD,VIJAYAWADA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:20:00,10:25:00,2020-03-29,2020-10-24
18884,7205,Testindigo,HYDERABAD,VIJAYAWADA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:10:00,14:20:00,2020-03-29,2020-10-24
18885,7167,Testindigo,HYDERABAD,VIJAYAWADA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45:00,17:55:00,2020-03-29,2020-10-24
18886,7201,Testindigo,HYDERABAD,VIJAYAWADA,Saturday,07:50:00,21:55:00,2020-10-25,2020-10-25
18887,7201,Testindigo,HYDERABAD,VIJAYAWADA,"Monday,Tuesday,Wednesday,Thursday,Friday",07:50:00,21:55:00,2020-10-27,2021-03-26
18888,7201,Testindigo,HYDERABAD,VIJAYAWADA,Saturday,07:50:00,21:55:00,2020-10-25,2021-03-21
18889,7201,Testindigo,HYDERABAD,VIJAYAWADA,Sunday,07:50:00,21:55:00,2020-10-26,2021-03-22
18890,7353,Testindigo,HYDERABAD,VIJAYAWADA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15:00,21:55:00,2020-10-25,2021-03-27
18891,7205,Testindigo,HYDERABAD,VIJAYAWADA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:55:00,17:10:00,2020-10-25,2021-03-27
18892,7329,Testindigo,VISAKHAPATNAM,VIJAYAWADA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:30:00,21:55:00,2020-03-29,2020-10-24
18893,7204,Testindigo,BENGALURU,VIJAYAWADA,"Monday,Wednesday,Friday",06:35:00,21:55:00,2020-10-25,2021-03-27
18894,507,Testindigo,BENGALURU,VIJAYAWADA,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:50:00,15:10:00,2020-10-25,2021-03-27
18895,7328,Testindigo,TIRUPATI,VIJAYAWADA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:55:00,13:20:00,2020-03-29,2020-10-24
18896,7208,Testindigo,CHENNAI,VIJAYAWADA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30:00,21:55:00,2020-10-25,2021-03-27
18897,6242,Testindigo,HYDERABAD,RANCHI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:40:00,21:55:00,2020-03-29,2020-06-01
18898,6242,Testindigo,HYDERABAD,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:40:00,21:55:00,2020-06-02,2020-10-24
18899,6242,Testindigo,HYDERABAD,RANCHI,Monday,05:40:00,21:55:00,2020-03-31,2020-05-26
18900,981,Testindigo,HYDERABAD,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10:00,18:25:00,2020-03-29,2020-10-24
18901,981,Testindigo,HYDERABAD,RANCHI,Saturday,13:30:00,21:55:00,2020-11-15,2020-11-15
18902,981,Testindigo,HYDERABAD,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00:00,21:55:00,2020-11-16,2021-01-14
18903,981,Testindigo,HYDERABAD,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30:00,15:20:00,2020-10-25,2020-11-15
18904,981,Testindigo,HYDERABAD,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30:00,15:20:00,2021-01-16,2021-03-27
18905,134,Testindigo,HYDERABAD,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:50:00,21:55:00,2020-11-15,2021-01-15
18906,509,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:05:00,21:55:00,2020-03-29,2020-04-30
18907,509,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:05:00,21:55:00,2020-06-16,2020-10-24
18908,2033,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:55:00,21:55:00,2020-06-16,2020-10-24
18909,2033,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10:00,21:55:00,2020-03-29,2020-04-30
18910,6325,Testindigo,DELHI,RANCHI,Friday,15:35:00,17:15:00,2020-04-04,2020-04-25
18911,6325,Testindigo,DELHI,RANCHI,Friday,15:35:00,21:55:00,2020-06-20,2020-10-24
18912,6325,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",15:35:00,17:25:00,2020-03-29,2020-04-30
18913,6325,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",15:35:00,21:55:00,2020-06-16,2020-10-23
18914,6325,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:25:00,18:15:00,2020-05-01,2020-06-15
18915,535,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15:00,20:05:00,2020-03-29,2020-10-24
18916,421,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:25:00,08:35:00,2020-11-16,2021-01-15
18917,421,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55:00,09:50:00,2020-10-25,2020-11-15
18918,421,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55:00,09:50:00,2021-01-16,2021-03-27
18919,6535,Testindigo,DELHI,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55:00,21:55:00,2020-10-25,2021-03-27
18920,6179,Testindigo,MUMBAI,RANCHI,Saturday,05:25:00,21:55:00,2020-03-29,2020-03-29
18921,6179,Testindigo,MUMBAI,RANCHI,Sunday,05:25:00,21:55:00,2020-03-30,2020-10-19
18922,6179,Testindigo,MUMBAI,RANCHI,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:25:00,21:55:00,2020-03-31,2020-10-24
18923,787,Testindigo,PATNA,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:45:00,21:55:00,2020-03-29,2020-04-30
18924,787,Testindigo,PATNA,RANCHI,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:45:00,21:55:00,2020-06-16,2020-10-24
18925,255,Testindigo,BENGALURU,RANCHI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45:00,16:15:00,2020-10-25,2020-11-15
18926,255,Testindigo,BENGALURU,RANCHI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45:00,16:15:00,2021-01-16,2021-03-27
18927,255,Testindigo,BENGALURU,RANCHI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00:00,20:05:00,2020-11-16,2021-01-15
18928,255,Testindigo,BENGALURU,RANCHI,Monday,18:10:00,21:55:00,2020-10-25,2021-01-26
18929,997,Testindigo,KOLKATA,RANCHI,Monday,18:45:00,19:55:00,2020-03-31,2020-10-20
18930,997,Testindigo,KOLKATA,RANCHI,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:45:00,19:55:00,2020-03-29,2020-10-24
18931,7259,Testindigo,HYDERABAD,INDORE,Saturday,05:15:00,21:55:00,2020-03-29,2020-10-18
18932,7259,Testindigo,HYDERABAD,INDORE,Saturday,05:20:00,21:55:00,2020-03-29,2020-03-29
18933,7259,Testindigo,HYDERABAD,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",05:20:00,21:55:00,2020-03-30,2020-10-23
18934,6915,Testindigo,HYDERABAD,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:55:00,15:30:00,2020-03-29,2020-10-24
18935,587,Testindigo,HYDERABAD,INDORE,Friday,17:50:00,21:55:00,2020-10-24,2020-10-24
18936,587,Testindigo,HYDERABAD,INDORE,Friday,17:50:00,21:55:00,2020-04-04,2020-10-17
18937,587,Testindigo,HYDERABAD,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",17:55:00,19:30:00,2020-03-29,2020-10-23
18938,883,Testindigo,HYDERABAD,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55:00,14:35:00,2020-10-25,2021-03-27
18939,436,Testindigo,DELHI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:15:00,21:55:00,2020-06-16,2020-10-24
18940,436,Testindigo,DELHI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25:00,21:55:00,2020-05-01,2020-06-15
18941,436,Testindigo,DELHI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25:00,21:55:00,2020-03-29,2020-04-30
18942,963,Testindigo,DELHI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:45:00,21:55:00,2020-03-29,2020-10-24
18943,733,Testindigo,DELHI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:40:00,15:05:00,2020-10-25,2021-03-27
18944,2063,Testindigo,DELHI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:45:00,21:55:00,2020-10-25,2021-03-27
18945,509,Testindigo,NAGPUR,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15:00,09:20:00,2020-03-29,2020-10-24
18946,7319,Testindigo,LUCKNOW,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:50:00,21:55:00,2020-03-29,2020-10-24
18947,5386,Testindigo,MUMBAI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:35:00,09:00:00,2020-03-29,2020-10-24
18948,496,Testindigo,MUMBAI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",10:10:00,21:55:00,2020-03-29,2020-10-23
18949,496,Testindigo,MUMBAI,INDORE,Friday,10:20:00,21:55:00,2020-04-04,2020-10-17
18950,496,Testindigo,MUMBAI,INDORE,Friday,10:20:00,21:55:00,2020-10-24,2020-10-24
18951,5326,Testindigo,MUMBAI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10:00,16:50:00,2020-03-29,2020-10-24
18952,225,Testindigo,MUMBAI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:15:00,20:50:00,2020-03-29,2020-10-24
18953,228,Testindigo,JODHPUR,INDORE,"Monday,Wednesday,Friday",14:00:00,15:05:00,2020-03-31,2020-10-24
18954,7296,Testindigo,AHMEDABAD,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:40:00,15:45:00,2020-10-26,2021-03-27
18955,7263,Testindigo,JAIPUR,INDORE,Saturday,14:25:00,21:55:00,2020-03-29,2020-10-18
18956,7263,Testindigo,JAIPUR,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:25:00,21:55:00,2020-03-30,2020-10-24
18957,368,Testindigo,BENGALURU,INDORE,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:25:00,14:15:00,2020-10-25,2021-03-27
18958,228,Testindigo,VADODARA,INDORE,"Sunday,Tuesday,Thursday,Saturday",14:00:00,15:05:00,2020-03-29,2020-10-23
18959,7285,Testindigo,ALLAHABAD,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30:00,11:40:00,2020-03-29,2020-06-30
18960,245,Testindigo,RAIPUR,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:35:00,10:00:00,2020-03-29,2020-10-24
18961,708,Testindigo,RAIPUR,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20:00,18:35:00,2020-03-29,2020-10-24
18962,721,Testindigo,PUNE,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",01:15:00,02:30:00,2020-05-02,2020-10-24
18963,6007,Testindigo,CHENNAI,INDORE,Saturday,08:05:00,21:55:00,2020-10-25,2020-10-25
18964,6007,Testindigo,CHENNAI,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:05:00,21:55:00,2020-10-26,2021-03-25
18965,252,Testindigo,GOA,INDORE,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00:00,14:45:00,2020-03-29,2020-10-24
18966,227,Testindigo,KOLKATA,INDORE,"Monday,Wednesday,Friday",09:35:00,11:55:00,2020-03-31,2020-10-24
18967,227,Testindigo,KOLKATA,INDORE,"Sunday,Tuesday,Thursday,Saturday",09:35:00,11:55:00,2020-03-29,2020-10-23
18968,6537,Testindigo,HYDERABAD,VADODARA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20:00,15:00:00,2020-03-29,2020-10-24
18969,6186,Testindigo,HYDERABAD,VADODARA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30:00,21:55:00,2020-10-25,2021-03-27
18970,2064,Testindigo,DELHI,VADODARA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45:00,15:20:00,2020-03-29,2020-10-24
18971,2698,Testindigo,DELHI,VADODARA,"Sunday,Tuesday,Wednesday,Thursday,Saturday",18:50:00,20:30:00,2020-03-29,2020-10-23
18972,2698,Testindigo,DELHI,VADODARA,Friday,18:55:00,20:40:00,2020-04-04,2020-10-24
18973,2698,Testindigo,DELHI,VADODARA,Monday,18:55:00,21:55:00,2020-03-31,2020-10-20
18974,2064,Testindigo,DELHI,VADODARA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:30:00,12:45:00,2020-10-25,2021-03-27
18975,6186,Testindigo,MUMBAI,VADODARA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:10:00,06:30:00,2020-03-29,2020-10-24
18976,181,Testindigo,MUMBAI,VADODARA,Saturday,12:20:00,13:30:00,2020-03-29,2020-10-18
18977,917,Testindigo,MUMBAI,VADODARA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:15:00,16:40:00,2020-03-29,2020-10-24
18978,5342,Testindigo,MUMBAI,VADODARA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:25:00,19:25:00,2020-03-29,2020-10-24
18979,747,Testindigo,BENGALURU,VADODARA,"Sunday,Wednesday,Friday",09:55:00,21:55:00,2020-10-25,2021-03-27
18980,227,Testindigo,INDORE,VADODARA,"Sunday,Tuesday,Thursday,Saturday",12:25:00,13:20:00,2020-03-29,2020-10-23
18981,722,Testindigo,KOLKATA,VADODARA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:55:00,21:55:00,2020-05-15,2020-07-03
18982,722,Testindigo,KOLKATA,VADODARA,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:55:00,21:55:00,2020-07-04,2020-10-24
18983,958,Testindigo,GUWAHATI,SILCHAR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:40:00,11:35:00,2020-03-29,2020-10-24
18984,251,Testindigo,GUWAHATI,SILCHAR,"Sunday,Monday,Tuesday,Friday",08:30:00,21:55:00,2020-10-26,2021-03-27
18985,433,Testindigo,KOLKATA,SILCHAR,Monday,13:50:00,21:55:00,2020-03-31,2020-10-20
18986,433,Testindigo,KOLKATA,SILCHAR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:50:00,14:55:00,2020-03-29,2020-10-24
18987,2037,Testindigo,DELHI,ALLAHABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00:00,21:55:00,2020-10-25,2021-03-27
18988,5914,Testindigo,MUMBAI,ALLAHABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15:00,13:30:00,2020-03-29,2020-10-24
18989,5998,Testindigo,BENGALURU,ALLAHABAD,"Sunday,Wednesday,Friday",10:25:00,13:00:00,2020-10-25,2021-03-27
18990,5998,Testindigo,BENGALURU,ALLAHABAD,"Tuesday,Thursday,Saturday",10:25:00,13:00:00,2020-10-25,2021-03-27
18991,5998,Testindigo,BENGALURU,ALLAHABAD,Monday,10:35:00,13:00:00,2020-10-25,2021-03-27
18992,7286,Testindigo,INDORE,ALLAHABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:05:00,14:05:00,2020-03-29,2020-06-30
18993,7988,Testindigo,RAIPUR,ALLAHABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00:00,16:05:00,2020-03-29,2020-10-24
18994,5984,Testindigo,PUNE,ALLAHABAD,Friday,10:45:00,13:10:00,2020-04-04,2020-10-24
18995,5984,Testindigo,PUNE,ALLAHABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",14:05:00,16:30:00,2020-03-29,2020-10-23
